,City ID,City Name,Longitude,Latitude,Cloudiness,Temp,Humidity,Wind Speed,Country,Date,Max Temp
452,2122414,Orotukan,151.7,62.2667,100,64.44,63,5.79,RU,1659477068,64.44
453,3672086,Pizarro,-77.366,4.9533,96,78.06,87,6.02,CO,1659477068,78.06
454,1512101,Agirish,63.0231,61.9247,25,55.62,67,4.41,RU,1659477068,55.62
455,933995,Souillac,57.5167,-20.5167,40,68.38,77,5.75,MU,1659477069,68.38
456,3450083,Santa Maria,-53.8069,-29.6842,75,56.5,100,11.5,BR,1659476866,56.5
457,4047434,Russell,-85.1999,32.3502,0,84.76,66,3.44,US,1659477069,88.88
458,100926,Umluj,37.2685,25.0213,37,86.83,51,5.68,SA,1659477070,86.83
459,2392087,Porto-Novo,2.6036,6.4965,100,75.02,77,7.78,BJ,1659477009,75.02
460,2208248,Kaitangata,169.8464,-46.2817,44,51.01,67,15.66,NZ,1659477070,51.01
461,3393692,Itarema,-39.9167,-2.9248,40,78.55,81,15.03,BR,1659477070,78.55
462,2068655,Katherine,132.2667,-14.4667,91,64.72,72,0.0,AU,1659477071,64.72
463,3430443,Necochea,-58.7368,-38.5473,100,53.56,81,5.41,AR,1659477071,53.56
464,3466750,Cassilândia,-51.7342,-19.1133,5,78.1,30,5.7,BR,1659477071,78.1
465,2610343,Vestmanna,-7.1664,62.1564,75,49.12,87,9.22,FO,1659477072,49.12
466,2021370,Kul'dur,131.6333,49.2167,27,69.04,94,3.24,RU,1659477072,69.04
467,1633034,Palu,119.8707,-0.8917,89,73.76,95,3.13,ID,1659477072,73.76
468,1805334,Jinxiang,120.6062,27.4327,39,79.84,84,2.17,CN,1659477073,79.84
469,5374920,Morro Bay,-120.8499,35.3658,93,84.61,42,5.01,US,1659477073,98.94
470,1688696,San Policarpo,125.5072,12.1791,96,80.38,80,0.98,PH,1659477073,80.38
471,2082539,Merauke,140.3333,-8.4667,61,77.07,89,9.93,ID,1659477074,77.07
472,1529484,Kumul,93.45,42.8,50,71.42,68,6.13,CN,1659477074,71.42
473,4036284,Alofi,-169.9187,-19.0595,40,78.69,73,14.97,NU,1659477038,78.69
474,1865661,Aioi,134.4681,34.8036,69,83.35,77,5.64,JP,1659477075,83.35
475,2109528,Buala,159.5921,-8.145,27,82.47,75,9.69,SB,1659477075,82.47
476,3382160,Cayenne,-52.3333,4.9333,78,84.09,1,3.44,GF,1659477075,84.09
477,2268406,Evora,-7.9,38.5667,0,71.29,58,6.29,PT,1659477076,71.29
478,3346015,Sumbe,13.8437,-11.2061,94,65.59,82,5.55,AO,1659477076,65.59
479,3573374,The Valley,-63.0578,18.217,20,84.99,74,13.8,AI,1659477077,87.66
480,1852357,Shimoda,138.95,34.6667,100,81.1,86,9.64,JP,1659476990,81.1
481,1505991,Igarka,86.5833,67.4667,0,41.11,90,8.08,RU,1659477077,41.11
482,5955902,Fort Nelson,-122.7002,58.8053,75,71.19,49,12.66,CA,1659477077,71.19
483,371745,Kutum,24.6667,14.2,82,68.47,70,14.29,SD,1659477078,68.47
484,3465228,Coxim,-54.76,-18.5067,90,82.9,19,3.67,BR,1659476792,82.9
485,2123814,Leningradskiy,178.4167,69.3833,100,57.45,52,6.64,RU,1659477078,57.45
486,57000,Hobyo,48.5268,5.3505,8,75.7,83,26.26,SO,1659477079,75.7
487,2328952,Nguru,10.4526,12.8791,96,72.52,89,11.99,NG,1659477079,72.52
488,1520253,Zharkent,80.0,44.1628,77,70.41,34,4.74,KZ,1659477079,70.41
489,5563397,Eureka,-124.1637,40.8021,32,67.33,77,5.01,US,1659477080,74.19
490,5972291,Havre-St-Pierre,-63.5986,50.2334,100,64.76,100,11.5,CA,1659477080,64.76
491,3466980,Caravelas,-39.2481,-17.7125,12,69.93,83,5.17,BR,1659477080,69.93
492,7671223,Kloulklubed,134.2556,7.0419,100,75.7,70,8.61,PW,1659476856,75.7
493,1047660,Cuamba,36.5372,-14.8031,89,64.36,79,4.65,MZ,1659477081,64.36
494,2221053,Wum,10.0667,6.3833,97,62.51,98,2.82,CM,1659477081,62.51
495,779683,Hammerfest,23.6821,70.6634,75,54.05,87,5.75,NO,1659477082,54.05
496,3564394,Chambas,-78.9136,22.1928,13,85.71,67,13.49,CU,1659477082,85.71
497,1180295,Dera Bugti,69.151,29.0307,1,87.06,63,4.68,PK,1659477082,87.06
498,3868626,Valparaíso,-71.6273,-33.0393,0,56.79,78,9.22,CL,1659477083,59.23
499,6174727,Wabana,-52.9481,47.6332,20,73.76,59,13.8,CA,1659477083,77.58
500,2036892,Hohhot,111.6522,40.8106,0,71.89,68,4.47,CN,1659476838,71.89
501,3402648,Carutapera,-46.02,-1.195,14,77.65,84,8.19,BR,1659476843,77.65
502,1486031,Yemel'yanovo,92.6767,56.1681,0,54.41,87,4.47,RU,1659477083,54.41
503,2063036,Port Lincoln,135.8667,-34.7333,0,55.33,74,18.21,AU,1659477084,55.33
504,4021858,Guerrero Negro,-114.0611,27.9769,100,80.55,54,19.71,MX,1659476986,80.55
505,608270,Shubarshi,57.1869,48.5872,19,71.96,55,7.16,KZ,1659477084,71.96
506,3998473,Lo Arado,-104.5833,19.6167,62,87.6,59,5.46,MX,1659477085,87.6
507,491685,Smolenskaya,38.8018,44.7887,53,72.77,88,3.22,RU,1659477085,75.02
508,1625908,Sungai Raya,108.9,0.7,92,76.66,89,2.75,ID,1659477085,76.66
509,788357,Majdanpek,21.946,44.4277,32,64.18,63,1.48,RS,1659477086,64.18
510,259289,Corinth,22.9573,37.9407,0,77.9,46,3.0,GR,1659477086,77.9
511,4074277,Madison,-86.5667,34.7334,0,91.04,59,5.75,US,1659477086,94.78
512,515879,Oktyabr'skiy,53.471,54.4815,2,58.86,96,5.3,RU,1659477087,58.86
513,2022232,Khrebtovaya,104.2494,56.7032,100,52.32,98,8.66,RU,1659477087,52.32
514,3674676,Mitú,-70.1733,1.1983,100,71.01,99,1.12,CO,1659476806,71.01
515,3461214,Inhapim,-42.12,-19.5492,40,64.99,68,3.09,BR,1659477087,64.99
516,2281120,Tabou,-7.3528,4.423,100,75.63,71,7.52,CI,1659477088,75.63
517,1529102,Ürümqi,87.6005,43.801,0,74.35,38,2.24,CN,1659476838,74.35
518,3155152,Gravdal,13.5031,68.1214,20,48.09,93,10.36,NO,1659477088,48.09
519,2514651,Los Llanos de Aridane,-17.9182,28.6585,20,76.12,76,18.41,ES,1659477090,76.12
520,5888001,Atikokan,-91.6216,48.7555,99,80.73,42,9.86,CA,1659477090,80.73
521,2686162,Oskarshamn,16.4484,57.2645,100,63.99,48,8.95,SE,1659477090,63.99
522,1648636,Bitung,125.1824,1.4451,93,72.45,86,10.22,ID,1659477091,72.45
523,304013,Mut,33.4389,36.6439,0,84.96,45,4.63,TR,1659477091,84.96
524,2738381,Lata,-8.3327,40.1629,0,62.58,93,1.97,PT,1659477091,62.58
525,5587385,Burley,-113.7928,42.5357,20,78.76,44,18.41,US,1659477092,78.76
526,2527087,Tiznit Province,-9.5,29.5833,31,89.51,22,2.19,MA,1659477092,89.51
527,495670,Sharlyk,54.75,52.9167,7,60.39,94,9.37,RU,1659477092,60.39
528,1734705,Kuala Terengganu,103.1408,5.3302,20,76.95,94,3.44,MY,1659477093,76.95
529,1538641,Kedrovyy,91.8167,56.1667,97,51.87,77,3.44,RU,1659477093,52.21
530,3038789,Abbeville,1.8333,50.1,54,64.02,93,3.71,FR,1659476823,66.49
531,5396987,Solano,-121.9511,38.2333,20,93.58,31,13.8,US,1659477094,100.53
532,1529376,Korla,86.1469,41.7597,1,73.62,48,2.17,CN,1659477094,73.62
533,2611060,Tvøroyri,-6.8111,61.5556,98,51.3,86,10.49,FO,1659477094,51.3
534,2270385,Camacha,-16.3333,33.0833,75,67.42,78,13.8,PT,1659477095,67.42
535,1693303,Pitogo,122.0881,13.7847,94,77.61,90,3.22,PH,1659477095,77.61
536,6942803,Caraquet,-64.9386,47.7941,72,72.14,90,6.76,CA,1659477095,72.14
537,2032201,Bulgan,103.5347,48.8125,100,59.25,88,6.33,MN,1659477096,59.25
538,575521,Bogorodskoye,37.8833,56.55,94,62.33,68,2.51,RU,1659477096,62.33
539,2123292,Mgachi,142.2667,51.05,100,57.97,96,5.7,RU,1659477096,57.97
540,1213855,Sibolga,98.7792,1.7427,100,74.7,90,3.6,ID,1659477097,74.7
541,1504382,Kargasok,80.8572,59.0556,3,48.63,82,6.98,RU,1659477097,48.63
542,2030065,Mandalgovi,106.2708,45.7625,3,70.61,52,7.09,MN,1659477098,70.61
543,1255619,Srīvardhan,73.0167,18.0333,99,79.86,84,5.48,IN,1659477098,79.86
544,113632,Taft,54.2088,31.7471,0,82.35,21,4.61,IR,1659477098,82.35
